CLUSTER,30046-001,30046-002,30046-003,30046-004,30046-005,30046-006,30046-007,30046-009,30046-010,30046-011,30046-012,30046-013,30046-014,30046-015,30046-017,30046-018,30046-019,30046-020,30046-021,30046-022,30046-023
Cluster-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Cluster-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Cluster-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Cluster-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cluster-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Cluster-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cluster-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Cluster-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4
Cluster-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Cluster-9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Cluster-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cluster-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
Cluster-12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Cluster-13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0
Cluster-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Cluster-15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0
Cluster-16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Cluster-17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Cluster-18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Cluster-19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Cluster-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0
Cluster-21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Cluster-22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Cluster-23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Cluster-24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0
Cluster-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4
Cluster-26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0
Cluster-27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4
Cluster-28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0
Cluster-29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0
Cluster-30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Cluster-31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4
Cluster-32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Cluster-33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,7
Cluster-34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,2,0,2,0
Cluster-35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6
Cluster-36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0
Cluster-37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,7,1,0,0,0
Cluster-38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,2,0
Cluster-39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Cluster-40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,2,0,0
Cluster-41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,1,0,0
Cluster-42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Cluster-43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0
Cluster-44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,2,4,2
Cluster-45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0
Cluster-46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,3,3,0
Cluster-47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
Cluster-48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,4
Cluster-49.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0
Cluster-50.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0
Cluster-51.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,7,0
Cluster-52.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0
Cluster-53.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,1,0,3
Cluster-54.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0
Cluster-55.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,2,0,0,1,0
Cluster-56.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,11,0,0,0,0,0
Cluster-57.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0
Cluster-58.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
Cluster-59.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,9,0,0,0,0
Cluster-60.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0
Cluster-61.0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10
Cluster-62.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
Cluster-63.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,0
Cluster-64.0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,6,0,0
Cluster-65.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,7,0
Cluster-66.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0
Cluster-67.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Cluster-68.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Cluster-69.0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,3,0
Cluster-70.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0
Cluster-71.0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,5,0
Cluster-72.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,10,14,5,0,0,4
Cluster-73.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Cluster-74.0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0
Cluster-75.0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,1,0,0,0,0
Cluster-76.0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,4,0,2,0,0,0,0
Cluster-77.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0
Cluster-78.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0
Cluster-79.0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,4
Cluster-80.0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,10,0,0,0,0,0
Cluster-81.0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,5,0,0,0,0,0,0
Cluster-82.0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,11,0,0,0,4,0
Cluster-83.0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,6,0,9,0
Cluster-84.0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0
Cluster-85.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0
Cluster-86.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0
Cluster-87.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0
Cluster-88.0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,2,0,0,10,0,0,0
Cluster-89.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0
Cluster-90.0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,8,0
Cluster-91.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,4,0
Cluster-92.0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,13,2,0
Cluster-93.0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
Cluster-94.0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,15,9,5,3,0
Cluster-95.0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,4,0,0,2,0,0
Cluster-96.0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,23,0,0,0,0,8,0
Cluster-97.0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,3,2,0,0,0,0,0
Cluster-98.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
Cluster-99.0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Cluster-100.0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,2,3,0,2,0,8,0
Cluster-101.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Cluster-102.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0
Cluster-103.0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,0
Cluster-104.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5
Cluster-105.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,0,3,0
Cluster-106.0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,0,0
Cluster-107.0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,7,0,0,0,0,0
Cluster-108.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Cluster-109.0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0
Cluster-110.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,10,3
Cluster-111.0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0
Cluster-112.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,3,0
Cluster-113.0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,0
Cluster-114.0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0
Cluster-115.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0
Cluster-116.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0
Cluster-117.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0
Cluster-118.0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,3,0
Cluster-119.0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,7,0,0,0,0,0
Cluster-120.0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-121.0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0
Cluster-122.0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,4,0,0
Cluster-123.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-124.0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0
Cluster-125.0,0,0,0,0,0,0,0,0,2,0,2,0,4,3,0,4,0,0,0,0,0
Cluster-126.0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,1,0,0,0,0,0
Cluster-127.0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0
Cluster-128.0,0,0,0,0,0,0,0,2,0,2,0,4,2,0,4,0,2,17,1,0,10
Cluster-129.0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0
Cluster-130.0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,4
Cluster-131.0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0
Cluster-132.0,0,0,0,0,0,0,0,1,5,1,7,0,0,0,0,0,0,0,0,0,0
Cluster-133.0,0,0,0,0,0,0,0,6,0,5,0,4,0,4,0,0,0,0,0,0,5
Cluster-134.0,0,0,0,0,0,0,0,1,10,0,0,4,0,0,0,0,0,0,6,0,6
Cluster-135.0,0,0,0,0,0,0,0,1,9,3,0,5,0,3,6,12,0,9,10,1,0
Cluster-136.0,0,0,0,0,0,0,0,4,0,0,9,10,0,0,0,0,0,10,0,6,0
Cluster-137.0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-138.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,3,0,0,0,0
Cluster-139.0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,2,1,9,0,0,0
Cluster-140.0,0,0,0,0,0,0,0,2,0,0,5,1,5,1,3,0,0,0,0,1,0
Cluster-141.0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,8
Cluster-142.0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5,0,3,0,1,1,2
Cluster-143.0,0,0,0,0,0,0,0,1,9,0,0,2,0,5,0,4,0,0,0,5,0
Cluster-144.0,0,0,0,0,0,0,0,7,7,0,0,0,9,0,0,0,0,4,0,0,0
Cluster-145.0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,5,0
Cluster-146.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,2,0
Cluster-147.0,0,0,0,0,0,0,0,7,0,0,5,3,0,0,4,10,0,0,0,11,0
Cluster-148.0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-149.0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,0,0,0
Cluster-150.0,0,0,0,0,0,0,0,2,0,0,5,5,0,0,0,0,0,0,0,0,0
Cluster-151.0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,4,0
Cluster-152.0,0,0,0,0,0,0,0,2,5,7,0,0,0,6,0,0,0,0,0,0,3
Cluster-153.0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0
Cluster-154.0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0
Cluster-155.0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,10,0,0,0,0,0,6
Cluster-156.0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,1,0
Cluster-157.0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-158.0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,4,0,0,5,0
Cluster-159.0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,7,0,0,0,0,0
Cluster-160.0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,2,7
Cluster-161.0,0,0,0,0,0,0,0,2,0,4,0,4,0,2,0,0,0,5,0,0,0
Cluster-162.0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,20,0,0,0,0,0
Cluster-163.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0
Cluster-164.0,0,0,0,0,0,0,7,11,0,0,0,6,0,7,6,0,7,0,0,4,9
Cluster-165.0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-166.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,9
Cluster-167.0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,5,5,6,0,1,4
Cluster-168.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,4,0,5,0,0,3,0
Cluster-169.0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-170.0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,9,0,0,0,0
Cluster-171.0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Cluster-172.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,4,0,0
Cluster-173.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,9,10,0,0
Cluster-174.0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,10,0,5
Cluster-175.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0
Cluster-176.0,0,0,0,0,0,0,12,0,3,12,5,1,2,0,0,12,4,2,5,6,8
Cluster-177.0,0,0,0,0,0,0,6,0,12,0,0,5,0,0,0,0,5,8,0,0,0
Cluster-178.0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,1,0,0,3,0,0
Cluster-179.0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,4,0,2,0,0,0,0
Cluster-180.0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,1
Cluster-181.0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,1,0,0
Cluster-182.0,0,0,0,0,0,0,8,0,0,0,8,5,0,0,0,0,0,0,0,0,0
Cluster-183.0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,0,0
Cluster-184.0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,6,0,0,0,0,0
Cluster-185.0,0,0,0,0,0,0,6,0,0,0,4,5,6,3,3,0,0,0,0,5,6
Cluster-186.0,0,0,0,0,0,0,5,0,0,2,0,8,0,0,0,0,0,0,3,0,0
Cluster-187.0,0,0,0,0,0,0,1,15,0,0,3,10,0,0,1,0,3,0,2,0,0
Cluster-188.0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,5,0
Cluster-189.0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,2,0
Cluster-190.0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,4,0,0,8,0
Cluster-191.0,0,0,0,0,0,0,4,0,0,0,0,0,8,1,0,0,1,0,0,0,0
Cluster-192.0,0,0,0,0,0,0,2,0,1,0,3,2,0,0,0,4,1,0,1,0,4
Cluster-193.0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,7,0,0,10,0,0
Cluster-194.0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-195.0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Cluster-196.0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,8,0
Cluster-197.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,7,0,0,0,0
Cluster-198.0,0,0,0,0,0,0,1,0,4,2,0,2,0,0,0,0,0,1,0,0,0
Cluster-199.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,2
Cluster-200.0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,3,2,0,0,0,0,0
Cluster-201.0,0,0,0,0,0,0,1,0,10,5,0,2,1,0,0,0,0,4,0,1,0
Cluster-202.0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,12,0,0,4
Cluster-203.0,0,0,0,0,0,0,2,0,0,6,1,8,0,0,0,1,0,0,1,0,0
Cluster-204.0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,4,0,2,5
Cluster-205.0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,11,0,0,0,0,0
Cluster-206.0,0,0,0,0,0,0,1,0,0,2,0,0,2,5,5,0,0,0,0,1,5
Cluster-207.0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,1,0,5,0
Cluster-208.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-209.0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,6
Cluster-210.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0
Cluster-211.0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0
Cluster-212.0,0,0,0,0,0,1,5,0,1,0,0,0,4,0,0,0,0,0,0,0,2
Cluster-213.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Cluster-214.0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,10,0,0,0,0,3,0
Cluster-215.0,0,0,0,0,0,2,3,0,2,0,1,0,2,0,0,0,2,1,0,1,1
Cluster-216.0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Cluster-217.0,0,0,0,0,0,3,0,0,1,3,0,2,0,0,0,0,0,0,0,0,1
Cluster-218.0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,2,0,1,1,2
Cluster-219.0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-220.0,0,0,0,0,0,10,0,1,7,0,12,13,5,0,0,5,9,0,0,8,0
Cluster-221.0,0,0,0,0,0,1,0,0,18,0,0,0,0,9,0,0,7,10,8,5,0
Cluster-222.0,0,0,0,0,0,24,0,8,0,0,0,9,0,9,0,0,0,0,0,0,0
Cluster-223.0,0,0,0,0,0,6,0,0,0,0,0,4,0,6,9,0,4,8,0,3,0
Cluster-224.0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0
Cluster-225.0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,16,0,0,7,0,0,6
Cluster-226.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Cluster-227.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Cluster-228.0,0,0,0,0,0,5,2,0,0,0,1,6,0,5,1,2,0,0,0,1,0
Cluster-229.0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,2,2,0,0,1,0
Cluster-230.0,0,0,0,0,0,1,23,0,1,5,3,2,2,0,0,1,0,0,1,0,1
Cluster-231.0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0
Cluster-232.0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,4,0,0,0,0,0
Cluster-233.0,0,0,0,0,0,7,8,2,0,3,0,7,0,4,0,0,17,0,0,2,8
Cluster-234.0,0,0,0,0,0,2,3,0,0,2,0,6,0,0,0,0,0,0,2,0,0
Cluster-235.0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0
Cluster-236.0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,9,0,0,0,0,0
Cluster-237.0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-238.0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Cluster-239.0,0,0,0,0,0,3,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0
Cluster-240.0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,7,0,1,0
Cluster-241.0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0,0,2,1,2,0
Cluster-242.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Cluster-243.0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0
Cluster-244.0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Cluster-245.0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,6,0,0,5,0,0
Cluster-246.0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,3,0,1,0,0
Cluster-247.0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-248.0,0,0,0,0,0,9,0,3,0,0,2,3,0,1,6,14,0,0,7,6,7
Cluster-249.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10
Cluster-250.0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0
Cluster-251.0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,10,0,0,4,0
Cluster-252.0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,1,0,0,1
Cluster-253.0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0
Cluster-254.0,0,0,0,0,0,2,1,9,1,0,1,1,2,0,1,1,0,5,2,1,4
Cluster-255.0,0,0,0,0,0,3,0,5,0,0,9,23,0,0,0,0,0,0,0,0,0
Cluster-256.0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Cluster-257.0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4
Cluster-258.0,0,0,0,0,0,4,1,1,0,0,1,0,0,7,0,0,0,0,0,0,0
Cluster-259.0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
Cluster-260.0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0
Cluster-261.0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,3,0,0,0,0,1,0
Cluster-262.0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0
Cluster-263.0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0
Cluster-264.0,0,0,0,0,0,11,0,2,0,1,4,18,0,5,4,33,0,0,8,10,10
Cluster-265.0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,2,0,0,4
Cluster-266.0,0,0,0,0,0,3,0,0,6,0,4,0,6,0,0,0,2,0,0,0,0
Cluster-267.0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Cluster-268.0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0
Cluster-269.0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0
Cluster-270.0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,0,2,0,0,0,2,0
Cluster-271.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,3,6,2,6
