CLUSTER,30046-001,30046-002,30046-003,30046-004,30046-005,30046-006,30046-007,30046-009,30046-010,30046-011,30046-012,30046-013,30046-014,30046-015,30046-017,30046-018,30046-019,30046-020,30046-021,30046-022,30046-023
Cluster-902.0,0,0,5,0,0,0,0,0,0,8,0,10,0,0,2,0,5,0,0,0,0
Cluster-903.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,6
Cluster-904.0,0,0,2,0,0,3,1,1,0,0,0,0,4,0,2,0,0,0,4,3,1
Cluster-905.0,0,0,6,11,11,14,9,5,0,0,1,5,4,0,3,0,3,7,3,0,8
Cluster-906.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
Cluster-907.0,0,0,1,2,0,2,0,6,0,1,4,3,0,3,0,3,0,0,0,3,1
Cluster-908.0,0,0,3,2,2,1,6,0,3,3,4,1,4,0,1,4,0,0,0,1,2
Cluster-909.0,0,0,6,4,5,8,3,7,0,13,4,5,3,5,5,5,0,2,3,1,3
Cluster-910.0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,2,3,0,1,1,1
Cluster-911.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-912.0,0,0,6,0,0,8,0,4,4,0,0,0,5,13,0,0,12,0,0,0,0
Cluster-913.0,0,0,4,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0
Cluster-914.0,0,0,1,1,1,1,3,0,0,0,0,1,0,2,1,1,3,0,0,1,1
Cluster-915.0,0,0,1,2,0,3,2,1,3,0,1,1,1,2,0,1,2,4,0,1,2
Cluster-916.0,0,0,3,8,0,2,6,8,7,10,4,0,1,0,10,3,2,13,0,2,1
Cluster-917.0,0,0,7,0,3,0,0,0,0,4,0,4,0,0,0,0,0,15,0,9,0
Cluster-918.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0
Cluster-919.0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0
Cluster-920.0,0,0,7,0,0,4,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
Cluster-921.0,0,0,3,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-922.0,0,0,6,0,0,0,51,0,0,0,0,0,0,1,0,9,5,5,0,0,0
Cluster-923.0,0,0,10,12,22,40,9,18,7,6,20,4,2,15,11,10,5,6,2,19,0
Cluster-924.0,0,0,4,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0
Cluster-925.0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Cluster-926.0,0,0,1,2,20,39,6,1,2,2,4,14,1,5,3,1,1,1,2,3,4
Cluster-927.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,1,0
Cluster-928.0,0,0,6,5,0,10,37,3,16,4,0,15,0,9,22,17,0,5,0,5,0
Cluster-929.0,0,0,6,6,18,13,5,2,0,0,12,0,0,0,0,0,0,0,0,0,0
Cluster-930.0,0,0,2,0,85,71,6,1,0,3,2,0,0,0,0,2,0,0,0,2,2
Cluster-931.0,0,0,5,1,5,10,1,0,0,3,2,1,1,3,0,0,1,0,0,1,1
Cluster-932.0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,4,0
Cluster-933.0,0,0,3,1,4,2,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0
Cluster-934.0,0,0,3,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3
Cluster-935.0,0,0,2,2,13,1,6,1,3,6,11,3,8,11,0,7,0,0,5,18,4
Cluster-936.0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
Cluster-937.0,0,0,1,3,12,6,7,1,0,3,4,1,1,8,0,14,3,2,1,18,4
Cluster-938.0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
Cluster-939.0,0,0,9,0,0,1,1,0,0,3,3,0,4,2,1,11,2,0,0,1,0
Cluster-940.0,0,0,4,4,19,51,11,8,0,8,8,2,5,3,5,7,3,6,4,2,11
Cluster-941.0,0,0,3,4,1,7,5,1,0,7,7,8,1,2,0,15,2,0,1,1,1
Cluster-942.0,0,0,1,1,1,5,0,1,0,1,2,2,0,2,4,3,0,1,0,4,0
Cluster-943.0,0,0,4,0,6,0,3,0,0,0,0,0,0,7,0,0,3,7,0,0,0
Cluster-944.0,0,0,7,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Cluster-945.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,2,6
Cluster-946.0,0,0,1,2,2,0,0,0,0,5,9,1,0,3,0,2,1,0,0,6,6
Cluster-947.0,0,0,1,0,4,3,0,0,0,0,2,2,0,13,0,0,0,1,0,1,1
Cluster-948.0,0,0,3,0,4,4,2,4,1,4,1,10,2,4,4,11,6,14,0,4,7
Cluster-949.0,0,0,4,6,2,3,6,0,1,3,1,0,4,0,0,0,0,0,4,2,0
Cluster-950.0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,2,1,0,0,1,2
Cluster-951.0,0,0,1,0,2,0,0,8,0,1,1,0,0,1,0,0,1,0,0,0,0
Cluster-952.0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Cluster-953.0,0,0,2,0,11,0,5,2,8,3,13,0,0,0,0,3,2,0,3,1,1
Cluster-954.0,0,0,5,0,17,0,2,2,2,1,12,0,0,4,0,3,2,0,2,3,1
Cluster-955.0,0,0,3,0,7,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
Cluster-956.0,0,0,1,0,0,5,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0
Cluster-957.0,0,0,1,18,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-958.0,0,0,4,0,5,0,0,2,0,0,7,0,0,0,0,0,0,0,0,4,0
Cluster-959.0,0,0,2,0,4,1,3,1,2,0,1,0,0,0,2,3,4,0,2,3,0
Cluster-960.0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,9,0,0,9,0
Cluster-961.0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,6,0,0
Cluster-962.0,0,0,1,0,63,94,6,3,0,7,3,0,0,0,0,8,0,0,0,1,1
Cluster-963.0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,6,0,0,0,2,0
Cluster-964.0,0,0,4,0,3,8,5,11,0,3,0,3,0,6,0,0,13,0,0,7,15
Cluster-965.0,0,0,1,0,0,6,3,0,0,0,5,0,8,10,0,1,0,0,0,0,1
Cluster-966.0,0,0,5,0,0,6,5,0,0,6,0,14,5,0,3,0,1,0,0,4,0
Cluster-967.0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,7,0,0,0,0,0
Cluster-968.0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,10,0,4,1,0,0,6
Cluster-969.0,0,0,21,0,0,0,0,0,0,0,0,10,0,0,16,0,0,0,0,0,0
Cluster-970.0,0,0,1,4,0,0,0,2,0,0,1,0,0,1,0,0,3,1,0,0,0
Cluster-971.0,0,0,6,5,3,0,2,6,0,0,5,15,0,0,6,7,0,0,5,0,2
Cluster-972.0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0
Cluster-973.0,0,0,4,0,2,0,0,0,0,0,0,0,0,8,4,0,0,0,0,2,0
Cluster-974.0,0,0,19,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-975.0,0,0,1,1,0,1,2,0,1,0,0,0,0,2,1,2,2,1,0,0,0
Cluster-976.0,0,0,5,0,0,0,0,19,0,12,11,1,7,0,11,0,9,0,0,1,0
Cluster-977.0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
Cluster-978.0,0,0,8,18,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,2,5
Cluster-979.0,0,0,1,0,0,3,0,2,0,2,2,3,1,0,0,5,2,0,3,4,4
Cluster-980.0,0,0,5,0,0,2,2,0,10,0,0,0,0,0,0,0,0,0,2,0,0
Cluster-981.0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-982.0,0,0,7,0,2,0,0,0,0,0,0,0,0,4,1,4,0,0,0,3,10
Cluster-983.0,0,0,15,0,11,0,5,5,8,2,0,0,6,0,0,0,5,4,15,5,3
Cluster-984.0,0,0,3,0,0,10,5,1,0,25,6,0,15,0,0,29,0,0,0,11,15
Cluster-985.0,0,0,1,0,1,1,0,2,0,1,2,1,1,1,1,2,0,2,0,0,0
Cluster-986.0,0,0,1,9,3,4,0,1,1,0,1,0,1,3,3,3,0,2,1,4,0
Cluster-987.0,0,0,2,0,0,0,0,0,5,0,2,0,2,1,3,4,3,0,0,1,1
Cluster-988.0,0,0,5,0,1,0,1,0,0,6,0,0,6,2,0,11,1,0,0,2,0
Cluster-989.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0
Cluster-990.0,0,0,8,8,18,0,0,2,0,0,8,0,0,0,0,5,0,0,0,3,0
Cluster-991.0,0,0,1,7,1,4,0,5,0,0,0,1,0,1,2,0,0,5,0,0,3
Cluster-992.0,0,0,2,0,7,3,0,6,0,0,0,0,2,6,0,6,0,0,5,0,5
Cluster-993.0,0,0,2,0,22,28,1,3,0,12,3,0,0,0,0,3,0,0,0,0,0
Cluster-994.0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-995.0,0,0,6,0,11,0,4,13,0,2,0,0,0,0,0,0,0,0,0,0,0
Cluster-996.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Cluster-997.0,0,0,2,0,2,0,2,0,1,1,2,2,0,0,1,0,0,1,0,2,1
Cluster-998.0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0
Cluster-999.0,0,0,4,0,0,0,0,2,0,0,0,0,0,9,0,0,7,7,0,0,0
Cluster-1000.0,0,0,5,0,0,0,0,0,0,0,0,2,0,9,0,0,0,1,0,1,0
Cluster-1001.0,0,0,2,0,6,6,0,0,0,3,4,0,1,3,1,16,0,1,0,13,5
Cluster-1002.0,0,0,5,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1
Cluster-1003.0,0,0,2,5,0,0,4,2,0,0,0,2,0,2,0,0,0,4,0,0,0
Cluster-1004.0,0,0,1,0,0,2,1,0,0,0,0,5,0,1,0,2,3,1,0,0,1
Cluster-1005.0,0,0,5,14,0,0,10,0,0,0,5,0,4,0,0,0,0,0,0,0,0
Cluster-1006.0,0,0,10,1,2,14,0,0,3,6,3,0,0,0,1,0,0,2,5,1,11
Cluster-1007.0,0,0,2,0,0,0,1,0,3,1,2,0,0,0,0,0,0,1,0,0,0
Cluster-1008.0,0,0,2,0,2,2,0,0,1,1,7,1,0,0,0,0,0,0,0,1,0
Cluster-1009.0,0,0,1,0,4,6,1,1,0,3,1,0,1,2,0,9,7,1,1,2,4
Cluster-1010.0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-1011.0,0,0,1,0,2,3,1,2,0,0,11,5,0,0,0,0,0,0,1,1,2
Cluster-1012.0,0,0,1,0,0,3,0,0,0,0,0,4,1,2,0,1,0,1,0,9,0
Cluster-1013.0,0,0,1,14,0,0,0,4,0,0,7,0,15,7,0,0,0,0,0,3,0
Cluster-1014.0,0,0,6,8,0,1,7,1,4,2,0,1,6,1,0,3,0,2,1,0,8
Cluster-1015.0,0,0,2,0,20,34,3,0,0,0,0,0,0,0,2,7,0,0,10,0,0
Cluster-1016.0,0,0,4,6,2,0,8,4,1,0,5,0,0,2,2,7,0,12,14,1,11
Cluster-1017.0,0,0,2,1,0,2,1,0,1,3,6,2,1,2,6,1,2,3,4,1,2
Cluster-1018.0,0,0,1,1,5,0,0,5,3,1,3,0,0,7,0,4,0,0,5,3,1
Cluster-1019.0,0,0,1,1,3,3,0,0,2,1,0,0,0,5,0,0,3,1,0,0,0
Cluster-1020.0,0,0,2,0,4,1,1,0,3,1,0,0,0,1,0,1,1,1,0,0,0
Cluster-1021.0,0,0,2,0,8,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Cluster-1022.0,0,0,1,0,0,1,6,1,0,2,3,4,2,5,0,0,3,1,6,3,3
Cluster-1023.0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster-1024.0,0,2,0,10,2,4,4,4,0,7,2,3,0,3,0,1,9,0,0,2,2
Cluster-1025.0,0,6,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0
Cluster-1026.0,0,17,2,12,190,20,28,4,38,21,46,9,28,1,0,7,5,15,18,57,20
Cluster-1027.0,0,2,0,1,3,1,2,1,4,1,2,2,4,0,0,3,0,1,1,1,7
Cluster-1028.0,0,3,0,7,15,7,4,2,2,2,4,1,4,2,1,2,1,2,2,2,10
Cluster-1029.0,0,4,22,0,26,13,2,0,0,0,17,4,0,7,0,8,0,0,2,0,11
Cluster-1030.0,0,3,3,0,0,1,0,4,0,0,7,6,0,5,0,0,0,0,0,7,6
Cluster-1031.0,0,1,0,2,1,0,3,0,0,0,0,0,1,0,1,3,3,0,0,3,0
Cluster-1032.0,0,1,0,0,1,0,0,0,0,0,4,4,0,5,7,0,0,0,0,0,0
Cluster-1033.0,0,5,0,0,3,12,0,0,4,2,0,0,0,4,0,4,0,0,0,0,2
Cluster-1034.0,0,6,3,0,45,2,5,0,0,0,19,0,3,0,0,11,0,0,0,13,8
Cluster-1035.0,0,6,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,5,2,0,0
Cluster-1036.0,0,11,18,17,27,26,1,13,0,9,4,26,0,15,23,12,10,22,8,8,11
Cluster-1037.0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
Cluster-1038.0,0,4,4,0,5,0,4,0,0,7,4,6,1,0,4,6,0,5,3,0,3
Cluster-1039.0,0,2,7,7,54,28,1,0,10,6,2,0,6,1,1,2,6,2,4,5,1
Cluster-1040.0,0,2,1,0,0,0,0,6,1,1,0,0,0,0,0,0,3,0,0,0,1
Cluster-1041.0,0,1,1,0,1,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Cluster-1042.0,0,9,0,0,7,0,0,0,0,0,0,4,4,5,0,3,9,0,4,0,0
Cluster-1043.0,0,2,1,4,7,9,5,7,0,3,0,5,0,0,0,13,2,0,2,1,1
Cluster-1044.0,0,5,0,1,0,0,23,2,0,0,0,1,0,0,2,0,0,1,0,0,0
Cluster-1045.0,0,1,0,13,20,1,12,6,0,0,0,5,0,0,9,0,3,0,0,0,3
Cluster-1046.0,0,1,0,5,0,3,1,0,0,0,2,0,1,2,0,1,5,0,0,2,1
Cluster-1047.0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1
Cluster-1048.0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,1
Cluster-1049.0,0,13,13,13,10,16,6,14,14,11,19,11,6,26,17,8,3,7,0,4,12
Cluster-1050.0,0,3,19,12,7,0,35,4,0,1,0,3,0,26,8,0,0,4,16,0,0
Cluster-1051.0,0,8,6,0,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0
Cluster-1052.0,0,8,6,0,0,17,23,9,8,4,19,29,11,22,8,6,0,0,5,13,12
Cluster-1053.0,0,2,1,0,3,0,2,1,0,5,6,8,0,2,3,0,1,1,4,0,6
Cluster-1054.0,0,5,1,2,1,1,4,4,3,1,0,0,1,3,2,6,8,2,1,7,1
Cluster-1055.0,0,10,0,15,1,10,14,0,4,2,3,5,0,4,4,1,1,0,11,5,16
Cluster-1056.0,0,3,11,8,5,4,0,8,0,0,6,19,0,17,14,16,6,0,7,16,0
Cluster-1057.0,0,2,1,2,0,1,0,0,0,0,3,0,1,2,0,3,0,0,0,0,0
Cluster-1058.0,0,5,4,5,0,1,1,2,4,3,0,4,2,4,0,2,10,0,0,2,0
Cluster-1059.0,0,7,5,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0
Cluster-1060.0,0,3,0,3,6,6,1,0,3,1,0,1,3,5,1,2,1,5,2,4,13
Cluster-1061.0,0,3,0,0,0,5,0,2,0,0,14,0,7,3,0,0,0,0,2,3,0
Cluster-1062.0,0,3,0,0,10,4,0,3,0,8,1,6,2,0,8,5,0,7,0,0,7
Cluster-1063.0,0,1,0,0,0,0,0,2,0,0,2,0,3,0,0,2,0,0,0,5,1
Cluster-1064.0,0,4,2,0,34,18,14,5,2,8,4,0,6,4,2,7,2,0,1,15,5
Cluster-1065.0,0,1,0,0,0,9,0,11,0,0,4,8,0,3,1,0,2,1,0,0,0
Cluster-1066.0,0,1,0,3,2,5,4,0,0,5,2,0,0,4,0,1,0,0,1,0,1
Cluster-1067.0,0,9,1,0,45,37,2,4,0,0,0,5,2,5,0,0,0,0,0,0,8
Cluster-1068.0,0,3,7,0,0,0,5,0,0,4,7,4,0,0,0,16,7,12,0,0,0
Cluster-1069.0,0,10,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
Cluster-1070.0,0,1,7,0,0,7,0,0,0,0,6,0,1,0,0,0,0,0,0,3,5
Cluster-1071.0,0,1,2,2,2,1,0,1,1,1,2,1,0,2,3,2,2,0,1,1,2
Cluster-1072.0,0,2,0,0,27,1,0,0,0,0,11,0,0,0,0,2,2,1,0,5,2
Cluster-1073.0,0,5,8,10,141,44,25,8,24,38,6,3,13,43,0,47,14,6,9,57,26
Cluster-1074.0,0,2,0,1,1,1,0,0,1,0,0,0,0,4,0,1,0,1,4,0,1
Cluster-1075.0,0,1,7,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0
Cluster-1076.0,0,4,0,0,0,1,1,0,0,0,0,1,1,17,5,0,4,0,0,1,3
Cluster-1077.0,0,6,0,0,1,31,6,0,11,31,8,0,54,0,0,1,6,0,0,2,0
Cluster-1078.0,0,6,0,19,0,2,11,0,0,0,0,6,6,0,0,0,0,0,0,0,0
Cluster-1079.0,0,1,0,1,7,5,6,0,2,3,0,2,6,0,4,1,4,1,1,4,2
Cluster-1080.0,0,4,7,9,15,6,8,1,6,1,4,0,4,2,0,5,4,3,1,0,4
Cluster-1081.0,0,6,0,0,17,3,3,0,0,9,24,5,0,3,2,3,0,18,7,7,0
Cluster-1082.0,0,3,0,0,1,5,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0
Cluster-1083.0,0,1,1,0,4,11,0,0,0,5,0,4,3,3,1,19,6,8,4,8,10
Cluster-1084.0,0,2,0,12,0,0,0,0,0,6,0,0,2,0,0,0,1,0,0,4,0
Cluster-1085.0,0,3,1,0,0,1,5,1,0,0,0,0,0,4,1,0,0,0,0,0,0
Cluster-1086.0,0,1,8,0,27,17,2,1,0,0,7,0,0,6,0,0,0,0,0,0,0
Cluster-1087.0,0,1,0,0,5,5,0,3,0,0,10,9,1,0,0,0,11,0,0,0,0
Cluster-1088.0,0,16,22,0,11,31,0,17,0,13,4,13,6,10,23,16,4,5,2,6,16
Cluster-1089.0,0,2,1,4,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1
Cluster-1090.0,0,1,2,4,0,5,0,1,2,0,0,2,0,0,10,4,0,2,0,8,9
Cluster-1091.0,0,3,0,0,17,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2
Cluster-1092.0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,5,0,1,0,0,2,0
Cluster-1093.0,0,1,0,1,7,13,2,1,0,2,1,1,1,0,1,5,1,0,0,0,2
Cluster-1094.0,0,5,9,0,0,3,4,1,7,9,2,1,3,0,2,7,5,2,4,2,5
Cluster-1095.0,0,21,8,0,0,0,0,0,0,0,0,3,0,2,21,4,5,0,6,0,0
Cluster-1096.0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
Cluster-1097.0,0,3,1,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Cluster-1098.0,0,5,3,0,40,18,13,0,9,0,12,0,0,1,5,0,3,15,10,2,6
Cluster-1099.0,0,5,2,0,0,6,13,0,5,1,1,6,2,0,0,0,0,3,5,3,2
Cluster-1100.0,0,1,2,0,14,9,2,0,0,4,9,0,3,4,0,0,0,1,0,1,2
Cluster-1101.0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,5,0
Cluster-1102.0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
Cluster-1103.0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,0,3,1,0,1,0,0
Cluster-1104.0,0,4,3,3,2,4,2,0,0,0,5,2,0,1,1,0,1,1,0,0,1
Cluster-1105.0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0
Cluster-1106.0,0,5,0,26,2,9,3,25,8,8,0,14,0,6,0,11,0,5,5,9,27
Cluster-1107.0,0,6,9,0,8,0,0,19,0,0,0,0,0,1,0,15,0,0,0,9,0
Cluster-1108.0,0,20,0,22,13,38,16,31,29,30,2,18,23,22,31,20,41,32,59,50,105
Cluster-1109.0,0,15,11,0,0,0,10,6,22,4,0,5,0,0,0,0,19,2,0,0,10
Cluster-1110.0,0,1,0,2,1,0,2,1,3,3,2,2,1,0,3,0,2,1,0,0,3
Cluster-1111.0,0,1,1,5,11,6,2,0,0,2,7,0,2,1,1,7,1,0,0,6,3
Cluster-1112.0,0,1,1,0,0,0,20,2,1,4,1,0,4,0,1,3,3,0,1,0,2
Cluster-1113.0,0,3,0,0,0,9,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0
Cluster-1114.0,0,4,1,0,15,9,1,1,5,1,4,10,1,12,2,8,1,5,8,5,0
Cluster-1115.0,0,4,14,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,1,11
Cluster-1116.0,0,28,5,0,0,0,0,3,5,0,5,2,4,5,5,9,0,19,0,0,0
Cluster-1117.0,0,1,1,1,2,2,0,2,7,1,5,3,2,1,5,0,3,1,8,4,3
Cluster-1118.0,0,5,7,4,23,16,13,7,8,16,23,0,12,28,2,5,5,6,3,34,2
Cluster-1119.0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Cluster-1120.0,0,1,8,1,17,1,2,6,24,2,2,4,1,4,0,3,0,0,0,2,12
Cluster-1121.0,0,1,0,0,3,0,0,7,4,5,9,1,7,3,4,2,16,5,3,1,3
Cluster-1122.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0
Cluster-1123.0,0,5,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,6,4,0,0
Cluster-1124.0,0,1,0,1,1,1,0,1,0,4,1,0,0,0,0,1,0,1,0,1,1
Cluster-1125.0,0,1,0,0,7,0,3,0,0,0,2,0,0,5,0,0,2,0,0,0,0
Cluster-1126.0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,3,0,0,2,0,0
Cluster-1127.0,0,4,1,1,14,15,3,1,0,8,1,1,1,1,1,3,12,3,1,3,0
Cluster-1128.0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Cluster-1129.0,0,6,0,0,0,0,2,0,0,0,0,2,0,2,6,0,3,0,0,5,4
Cluster-1130.0,0,4,0,0,4,4,4,9,3,0,0,3,14,3,0,0,6,0,0,17,0
Cluster-1131.0,0,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,1,1,1,0
Cluster-1132.0,0,1,3,0,0,1,0,2,0,1,0,0,0,2,0,2,0,0,0,2,0
Cluster-1133.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
Cluster-1134.0,0,4,8,0,0,4,0,7,1,9,21,36,0,0,35,0,4,16,17,7,0
Cluster-1135.0,0,2,1,0,8,4,4,1,0,1,4,1,1,1,0,6,2,2,1,2,0
Cluster-1136.0,0,6,6,11,0,0,21,15,0,0,0,0,13,0,0,0,0,0,8,3,0
Cluster-1137.0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,8,0,0
Cluster-1138.0,0,9,0,0,7,2,0,5,0,0,0,0,0,2,0,5,1,0,6,0,7
Cluster-1139.0,0,1,4,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster-1140.0,0,3,4,1,2,1,3,3,0,1,1,0,0,1,5,4,3,1,0,1,1
Cluster-1141.0,0,2,1,3,3,8,12,1,8,1,7,1,4,3,4,15,5,3,2,0,4
Cluster-1142.0,0,2,3,0,0,0,2,4,5,5,1,7,0,0,3,5,0,6,0,0,0
Cluster-1143.0,0,23,22,0,0,16,0,1,0,6,0,0,10,6,0,0,0,15,0,0,0
Cluster-1144.0,0,7,0,0,10,1,0,17,0,6,4,0,0,0,12,0,10,0,0,4,0
Cluster-1145.0,0,5,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0
Cluster-1146.0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0
Cluster-1147.0,0,28,2,7,3,12,0,2,0,1,0,0,0,1,1,4,2,1,0,6,1
Cluster-1148.0,0,4,0,0,11,2,0,0,0,5,0,2,2,0,4,5,2,3,0,3,0
Cluster-1149.0,0,8,9,5,2,2,0,13,0,5,1,2,4,0,6,5,7,0,1,8,0
Cluster-1150.0,0,2,1,0,45,46,3,0,1,1,4,1,0,1,0,6,2,1,0,1,0
Cluster-1151.0,0,5,3,0,0,0,4,0,0,0,0,0,4,9,3,10,0,9,2,8,9
Cluster-1152.0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-1153.0,0,7,3,0,2,2,2,0,0,1,1,0,5,0,1,0,1,1,0,7,1
Cluster-1154.0,0,4,5,4,4,8,8,2,1,6,4,10,2,6,11,11,0,5,2,3,12
Cluster-1155.0,0,1,5,0,107,11,17,1,14,16,80,6,16,10,0,12,9,0,9,51,7
Cluster-1156.0,0,1,3,0,2,0,4,0,0,0,8,6,0,1,8,0,0,1,0,0,0
Cluster-1157.0,0,2,4,3,0,6,7,15,15,9,7,0,1,0,9,6,3,0,0,1,1
Cluster-1158.0,0,2,0,3,6,5,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
Cluster-1159.0,0,7,9,0,0,0,0,0,0,6,0,10,5,0,0,0,0,0,5,3,8
Cluster-1160.0,0,6,9,26,5,0,5,2,0,5,3,12,11,0,0,9,12,0,0,4,0
Cluster-1161.0,0,1,0,17,2,0,1,0,0,0,6,6,0,0,0,2,6,4,0,4,1
Cluster-1162.0,0,5,13,11,0,8,10,6,0,0,0,0,6,0,6,11,12,8,1,1,0
Cluster-1163.0,0,9,8,0,6,9,5,8,0,2,10,10,5,10,18,0,2,17,0,5,0
Cluster-1164.0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,0,4
Cluster-1165.0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,6,1
Cluster-1166.0,0,2,2,1,2,0,1,1,3,0,0,1,3,2,4,2,1,1,1,2,6
Cluster-1167.0,0,1,0,15,7,0,7,0,0,0,0,6,1,0,2,0,5,0,0,0,5
Cluster-1168.0,0,4,0,0,8,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0
Cluster-1169.0,0,6,4,18,3,6,8,3,4,8,13,2,0,2,1,13,3,10,2,3,4
