"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cluster-1570.0",18.6983949438366,-0.00119802821490421,0.686322447379273,-0.00174557632418827,0.99860723230853,0.998863040076553
"Cluster-1571.0",12.0586498210316,0.375421694953883,1.23473890373305,0.304049458406834,0.76109021131771,0.997743869210583
"Cluster-1581.0",13.531420828653,1.06909163180691,1.24228673650839,0.860583632094257,0.389467403938021,0.997743869210583
"Cluster-1586.0",48.0235042258731,-0.503503484477326,0.930731746529896,-0.540975943234524,0.58852416426641,0.997743869210583
"Cluster-1596.0",18.7401906557583,-0.225041438697097,0.641755732769246,-0.350665256586052,0.725839493580852,0.997743869210583
"Cluster-1625.0",7.04592489998973,0.437624178100406,1.10589434707092,0.395719698956326,0.692311821640713,0.997743869210583
"Cluster-1626.0",13.8024667786036,0.331980899742244,1.05185450827959,0.315614847043087,0.752294866994344,0.997743869210583
"Cluster-1627.0",9.1458445346752,-0.125122610268945,0.791551463760021,-0.158072615613126,0.874399578865527,0.997743869210583
"Cluster-1632.0",13.8148102108669,-0.450843061107256,0.999840310550883,-0.450915067485981,0.652050763495933,0.997743869210583
"Cluster-1642.0",23.2482830923128,-0.363172533424435,0.945459188978331,-0.384122908379452,0.700887353106542,0.997743869210583
"Cluster-1655.0",11.1545082629393,-0.666082924926454,0.523132613869163,-1.27325826619757,0.202926410771536,0.997743869210583
"Cluster-1661.0",8.95330800639335,-0.729870589309898,1.18889544423705,-0.613906456491033,0.539277143439885,0.997743869210583
"Cluster-1663.0",10.0954526663691,1.08293276950029,0.860874073069364,1.25794561989676,0.208411423584396,0.997743869210583
"Cluster-1668.0",9.93067686829135,0.391062803167277,0.924369457092047,0.423058983793679,0.672252226890659,0.997743869210583
"Cluster-1674.0",13.8569473205889,-0.0905600936587525,0.897944505426029,-0.100852661953521,0.919667421717705,0.998794292653611
"Cluster-1675.0",7.10372313770505,-1.19961740256095,0.736288937124077,-1.62927533210892,0.103254745771975,0.997743869210583
"Cluster-1676.0",7.08944481857067,-0.153659722742091,0.960658819628158,-0.159952440556959,0.872918538679479,0.997743869210583
"Cluster-1683.0",5.67385938172488,0.0721280202268529,1.09951590468215,0.065599797074062,0.947696450678556,0.998794292653611
"Cluster-1718.0",11.3410411716805,2.58975100167957,1.10601184290665,2.34152194507573,0.0192052968657051,0.975708706252781
"Cluster-1724.0",7.28436013787146,0.685235010759923,0.835327183088863,0.82031930078711,0.412034106334852,0.997743869210583
"Cluster-1730.0",5.89115995126131,-0.834643627836699,1.27427455036395,-0.654995132405582,0.512470888019903,0.997743869210583
"Cluster-1735.0",66.4502489325961,-0.233116345176952,0.366886870811652,-0.635390262565779,0.525173917253479,0.997743869210583
"Cluster-1737.0",18.0821915142443,-0.0438598805740124,0.682443714007896,-0.0642688615540606,0.94875614705922,0.998794292653611
"Cluster-1738.0",285.748178533436,0.280727481839769,0.381025467185892,0.736768289828801,0.461263269999889,0.997743869210583
"Cluster-1739.0",7.31083137539688,-0.0907543305162489,0.694438057584677,-0.130687437885967,0.896022570224626,0.997743869210583
"Cluster-1742.0",111.923399662763,-0.303663398833443,0.357742060927253,-0.848833369065856,0.395974019332612,0.997743869210583
"Cluster-1743.0",108.095863446542,-0.449334224085757,0.673969731703013,-0.666697928630062,0.50496510215827,0.997743869210583
"Cluster-1744.0",100.439157067401,0.393668743168023,0.296320883764091,1.32852176386405,0.184005798619169,0.997743869210583
"Cluster-1749.0",5408.06300894809,-0.410012218752092,0.699209856463944,-0.586393648432835,0.557611011604349,0.997743869210583
"Cluster-1750.0",32.5909709340111,0.60037058335617,0.912300132711178,0.658084507312288,0.510483830465861,0.997743869210583
"Cluster-1751.0",17.3933965047788,-0.512232894616839,0.43047687980429,-1.18991964179288,0.234077977626265,0.997743869210583
"Cluster-1753.0",82.9516471721837,0.256841325600143,0.412093412124354,0.623259964958232,0.533113701902657,0.997743869210583
"Cluster-1755.0",256.544684640414,-0.0613476990641404,0.317564515437763,-0.193181845205761,0.846816556354427,0.997743869210583
"Cluster-1756.0",15.7517938171382,-0.386580023663954,0.491876867382903,-0.785928449371496,0.431909406342153,0.997743869210583
"Cluster-1757.0",12.7416020648077,-0.305535742284461,0.696837794564402,-0.438460348545609,0.661052607680651,0.997743869210583
"Cluster-1758.0",13.6677231808688,-0.607301836316908,0.526997628353678,-1.15238058701345,0.249164714703769,0.997743869210583
"Cluster-1759.0",167.679222927444,0.406110754701124,0.502211229740082,0.808645308292501,0.418719195359552,0.997743869210583
"Cluster-1760.0",50.2313282155438,0.28909630136103,0.223859182640759,1.29142033822647,0.196557961955675,0.997743869210583
"Cluster-1761.0",1501.53592707832,-0.0640761086423204,0.266696804323752,-0.240258254330398,0.810130055472254,0.997743869210583
"Cluster-1762.0",20025.844185964,0.183192273181817,0.194619701254012,0.941283292500382,0.346559702345834,0.997743869210583
"Cluster-1765.0",215.578418708012,-0.503390944883297,0.333824264851266,-1.50795193125814,0.131566830039412,0.997743869210583
"Cluster-1766.0",7.53626979271849,0.159922980738684,0.622592050900506,0.256866403140506,0.797281906964158,0.997743869210583
"Cluster-1768.0",29.92215377323,0.385562017024711,0.556514334185663,0.692815967784364,0.488425050143823,0.997743869210583
"Cluster-1769.0",213.73645171868,-0.521139045470558,0.416143454975249,-1.25230624016796,0.21045829592772,0.997743869210583
"Cluster-1772.0",8.27196833651623,0.133128604272928,0.659646714510055,0.201818035843334,0.840058981104788,0.997743869210583
"Cluster-1773.0",21.5987073822372,-0.147286758707102,0.533816890665781,-0.275912510979943,0.782615264403473,0.997743869210583
"Cluster-1774.0",43.2332653598946,-0.0381247877839454,0.568842547293958,-0.06702168810211,0.946564437409197,0.998794292653611
"Cluster-1775.0",17041.2611594506,0.283906650557307,0.453981010288715,0.625371203030613,0.531727457669859,0.997743869210583
"Cluster-1777.0",156.836928065373,0.252555364302695,0.508704607776371,0.496467616848715,0.61956452931128,0.997743869210583
"Cluster-1780.0",15.4797494246515,-0.401325037988885,0.445012507500607,-0.901828670485937,0.367147887128345,0.997743869210583
"Cluster-1781.0",202.110694302344,0.113631024223199,0.285581112829499,0.397894045223643,0.690708289655424,0.997743869210583
"Cluster-1782.0",75.9731752980541,0.326404210106772,0.391458318728876,0.833816001577527,0.404384676841189,0.997743869210583
"Cluster-1783.0",2630.6430475626,0.0642614574917445,0.379430407329853,0.169362961561169,0.865511154999221,0.997743869210583
"Cluster-1784.0",27.6500208529458,-0.0458741403043692,0.34435734237855,-0.133216675409058,0.894022023319241,0.997743869210583
"Cluster-1785.0",27152.6216848572,-0.198537712285248,0.169499026764338,-1.17132066227898,0.241469909120377,0.997743869210583
"Cluster-1786.0",41.2047353095218,-0.279572247296399,0.345229259859395,-0.809816199850103,0.418045820499196,0.997743869210583
"Cluster-1789.0",7.41556230599179,-0.342302799117414,0.653846316108659,-0.52352179814152,0.600611185856803,0.997743869210583
"Cluster-1790.0",33.8299941315578,-0.0415466687725102,0.272362447399323,-0.152541839630325,0.8787595932831,0.997743869210583
"Cluster-1791.0",22352.4133487572,0.109073207420058,0.423267285883014,0.257693450587638,0.796643501116266,0.997743869210583
"Cluster-1792.0",13.7919656358153,-0.237720593025219,0.717876558137614,-0.331144108733592,0.740535635376214,0.997743869210583
"Cluster-1794.0",15.5517440635034,0.664889032030632,0.601121149113252,1.1060815827416,0.268691209478191,0.997743869210583
"Cluster-1795.0",137.006220230723,-0.336297470335049,0.363098261731757,-0.926188599006549,0.354347976433079,0.997743869210583
"Cluster-1798.0",30.7857782797187,0.370408508769024,0.549295022349147,0.674334362588821,0.500098762257563,0.997743869210583
"Cluster-1800.0",228.764166793821,0.285052429558105,0.369766486818845,0.770898498699687,0.44076709708058,0.997743869210583
"Cluster-1801.0",28.7513784247182,-0.0481692852501487,0.439342210039563,-0.109639556931739,0.912695237856746,0.998499945688264
"Cluster-1802.0",988.533919383769,-0.175985782822129,0.326369409177044,-0.539222665708423,0.589733222619009,0.997743869210583
"Cluster-1805.0",9.34410364212387,0.196001716121717,0.532175256565926,0.368302948518308,0.712647354214732,0.997743869210583
"Cluster-1806.0",53.4450149351402,-0.573070011991386,0.424348700960485,-1.35046958007478,0.176865404983841,0.997743869210583
"Cluster-1808.0",138.739290498247,0.414857926885507,0.700838693117752,0.591944952468263,0.553887450716942,0.997743869210583
"Cluster-1809.0",343.580670920235,0.468658187826767,0.478275552607502,0.979891581896038,0.327139638732491,0.997743869210583
"Cluster-1810.0",101.792313860383,-0.320038746502184,0.385569249833741,-0.83004219511848,0.406514927419565,0.997743869210583
"Cluster-1811.0",170.603425984197,0.135010206812226,0.42730559251764,0.315957032101452,0.752035122103521,0.997743869210583
"Cluster-1812.0",75.1605544733001,-0.596416142547272,0.389892851116093,-1.52969242918918,0.126092878485753,0.997743869210583
"Cluster-1813.0",13.8130215792103,0.0713932637210443,0.63471537770441,0.112480753151521,0.910442229650572,0.997743869210583
"Cluster-1814.0",18.1739308266189,-0.523957606926547,0.47273409303948,-1.10835586990928,0.267708155538186,0.997743869210583
"Cluster-1815.0",84.262787498907,0.0134606020354912,0.421217566086716,0.0319564118860135,0.974506811404116,0.998794292653611
"Cluster-1817.0",37.3218498096959,0.89494507904201,0.445079881790999,2.01075158787397,0.0443517020218085,0.997743869210583
"Cluster-1818.0",34.9865327498866,0.248937164770514,0.278191569174518,0.894840794453939,0.370872199590561,0.997743869210583
"Cluster-1819.0",81.5827075881318,-0.639824046176474,0.690846514957742,-0.926145000840904,0.354370630315664,0.997743869210583
"Cluster-1822.0",69.1807153569345,-0.143057789650696,0.364380375147746,-0.392605637975673,0.694610774768367,0.997743869210583
"Cluster-1825.0",114.805211090772,0.526772735810192,0.416225747666247,1.26559382441806,0.205658538201697,0.997743869210583
"Cluster-1826.0",7.20381872095849,-0.302287090602699,0.901825755778716,-0.335194563545901,0.737478322728136,0.997743869210583
"Cluster-1828.0",15.4440105876945,0.246915256686932,0.467215518602032,0.528482567158157,0.597164443536421,0.997743869210583
"Cluster-1829.0",27.5901970408786,0.143991224999077,0.509952802195513,0.28236186639067,0.77766605199886,0.997743869210583
"Cluster-1830.0",5845.08136024254,0.256077882460842,0.377531366402965,0.678295647062907,0.497584258088768,0.997743869210583
"Cluster-1832.0",11.6560698832292,-0.657402197719966,0.826386761571611,-0.795513950961324,0.426314598983117,0.997743869210583
"Cluster-1833.0",59.1374072106022,-0.337303103524148,0.438633480491491,-0.768986223181591,0.441901489131416,0.997743869210583
"Cluster-1835.0",13.5108868348445,0.925247976169914,0.562923714460013,1.64364718060859,0.100249102252857,0.997743869210583
"Cluster-1836.0",3914.19984721254,0.287044942632271,0.239819021777408,1.19692316524707,0.231336504086073,0.997743869210583
"Cluster-1837.0",279.410595193271,0.164880086661596,0.371037492966515,0.444375810496532,0.656770899209048,0.997743869210583
"Cluster-1838.0",889.036928216305,-0.439929783738587,0.318401475056718,-1.38168261833655,0.167069173673933,0.997743869210583
"Cluster-1839.0",54.0910955793355,-0.297620631172319,0.356540329212951,-0.834746049147665,0.403860708137222,0.997743869210583
"Cluster-1840.0",20.1675905198207,-0.0112967815042374,0.301757707033707,-0.0374365964511239,0.970136893363307,0.998794292653611
"Cluster-1841.0",6710.52744605645,0.149938112855894,0.449401072180742,0.333639864560874,0.73865133269849,0.997743869210583
"Cluster-1842.0",96.0820254988651,-0.308599341891237,0.251936910536536,-1.22490722472555,0.220610178009148,0.997743869210583
"Cluster-1843.0",10.7421045513449,0.77733803427898,0.647471082014527,1.20057567955064,0.229915839781761,0.997743869210583
"Cluster-1847.0",9.56947515041389,-0.620184194877119,0.479888813215129,-1.29234976477582,0.196236045209247,0.997743869210583
"Cluster-1848.0",91.5291294901176,-0.0763644259940716,0.335074057764802,-0.227903128351625,0.819721550646248,0.997743869210583
"Cluster-1850.0",48.7642679647565,-0.134315252510899,0.517108056346571,-0.25974310564769,0.795061939970893,0.997743869210583
"Cluster-1851.0",49.6919102070232,-0.0110342553727939,0.296711452352377,-0.0371885051463721,0.970334703838106,0.998794292653611
"Cluster-1852.0",2018.86426783063,-1.23127741436082,0.501663358088497,-2.45438977056724,0.0141123923634173,0.975708706252781
"Cluster-1853.0",19.6582728561128,-0.862771319579017,0.718773987807961,-1.2003374276387,0.230008319489746,0.997743869210583
"Cluster-1856.0",135.235689757941,-0.394131867543894,0.256176796096309,-1.53851509406699,0.123922720811046,0.997743869210583
"Cluster-1857.0",245.596558607762,-0.0727017459547289,0.378831051520113,-0.191910736099913,0.847812127567112,0.997743869210583
"Cluster-1858.0",121.02725349641,-0.275808378038988,0.369178122363761,-0.747087547531396,0.45501071635231,0.997743869210583
"Cluster-1859.0",36.9397560923049,-0.0853126646450018,0.291960753252821,-0.292205934169262,0.770129174729614,0.997743869210583
"Cluster-1861.0",100.248936705245,-0.287508096622037,0.349140606592442,-0.823473669900707,0.410238684304835,0.997743869210583
"Cluster-1862.0",28.1034525869913,-0.0339839024618074,0.39754839673382,-0.0854836863662702,0.931876864388541,0.998794292653611
"Cluster-1863.0",117.978618124147,-3.43188544714737,0.747378967246266,-4.59189460440963,4.39240188391453e-06,0.00348756709582814
"Cluster-1865.0",313.438519348675,0.0864228794039892,0.338545680091206,0.255276863614702,0.798509268258923,0.997743869210583
"Cluster-1866.0",51.0204170408918,-0.0273927084636676,0.310678294709051,-0.088170654114478,0.929741041080517,0.998794292653611
"Cluster-1868.0",13.1812691486078,0.673487953001814,0.412908976985614,1.6310809174422,0.10287324662459,0.997743869210583
"Cluster-1869.0",17.1653587185936,-0.408110609772277,0.434088808853045,-0.940154644508326,0.347138242688316,0.997743869210583
"Cluster-1872.0",392.677532897006,0.3119198814271,0.250212736764545,1.24661871917665,0.212537334651152,0.997743869210583
"Cluster-1873.0",110.585460565895,-0.354933302600701,0.36158406496163,-0.981606594412188,0.326293697481988,0.997743869210583
"Cluster-1874.0",7.05540038824324,0.0637990534890353,0.516025441350725,0.123635480688777,0.901603898472552,0.997743869210583
"Cluster-1877.0",16.671501739092,1.60123128973368,1.2008442843082,1.33342125257825,0.182393601858209,0.997743869210583
"Cluster-1878.0",263.868345356382,0.439135630734629,0.403431447544307,1.0885012395728,0.276373889649318,0.997743869210583
"Cluster-1881.0",14.8110583587949,-0.207426950554304,0.907998843103432,-0.228444069207559,0.819301032770384,0.997743869210583
"Cluster-1882.0",117.291809920934,-0.232644462345539,0.428701445284846,-0.542672447000876,0.587355348163404,0.997743869210583
"Cluster-1883.0",925.174892512129,0.30813398172068,0.702445897149496,0.438658668192209,0.660908879837873,0.997743869210583
"Cluster-1885.0",78.976869047362,0.185417921188569,0.419431328207446,0.442069794788585,0.658438701016686,0.997743869210583
"Cluster-1890.0",3396.72034660129,0.272777088319016,0.375395393460285,0.726639412925761,0.467446877517721,0.997743869210583
"Cluster-1891.0",156.623348612379,0.124276816864349,0.382720145664574,0.324719820140508,0.74539313257616,0.997743869210583
"Cluster-1892.0",12.940953423574,0.213504769789288,0.856353842864654,0.249318399827666,0.803114499615435,0.997743869210583
"Cluster-1893.0",6.38691272420177,0.104286717703455,0.513469538960863,0.203102053365242,0.839055266825722,0.997743869210583
"Cluster-1895.0",145.60538149878,0.4469412139853,0.230851599062739,1.93605422617772,0.0528610599055453,0.997743869210583
"Cluster-1896.0",8.56456193969974,1.23953178171049,1.02082576220975,1.21424422031367,0.22465447890351,0.997743869210583
"Cluster-1897.0",45.6066462091841,-0.0579052522993947,0.286295640608453,-0.20225684252939,0.839715937337083,0.997743869210583
"Cluster-1898.0",9.05102724369891,-0.11208328630723,0.836255868837701,-0.134029895016477,0.893378934902092,0.997743869210583
"Cluster-1899.0",22.6075535314788,-0.719958102490282,1.40371301085062,-0.512895511351001,0.608024413457738,0.997743869210583
"Cluster-1900.0",419.312506561688,-0.0905889365961614,0.337489247943156,-0.268420215305406,0.788375880707631,0.997743869210583
"Cluster-1901.0",2178.53408233666,0.124985044304387,0.355956590669073,0.351124399942868,0.725495023397944,0.997743869210583
"Cluster-1904.0",135.88775007029,0.108863518694615,0.24794422323763,0.439064549571217,0.660614765136224,0.997743869210583
"Cluster-1908.0",43.0374462211964,-0.641946593750303,0.394897202386317,-1.62560430884568,0.104033858005173,0.997743869210583
"Cluster-1913.0",9.27194889384421,1.133347783517,0.71983780909454,1.5744488122159,0.11538372663482,0.997743869210583
"Cluster-1914.0",39.1374687245084,-0.309853549616391,0.46046444388044,-0.672915257050433,0.501001205193111,0.997743869210583
"Cluster-1915.0",22.7432339302812,-0.103162155683305,0.645119357916845,-0.159911734808929,0.872950604440392,0.997743869210583
"Cluster-1916.0",11.2050853434445,0.509701622064783,0.576119579677115,0.884714979397929,0.376310374568343,0.997743869210583
"Cluster-1918.0",1201.4016216736,-0.300884178116297,0.334802086589445,-0.898692661032485,0.368816387185578,0.997743869210583
"Cluster-1922.0",263.50618004558,-0.194219894197366,1.05258034284761,-0.184517880765217,0.853607201161369,0.997743869210583
"Cluster-1924.0",67.9088874693801,-0.277510669155277,0.401056736975811,-0.691948653569218,0.488969574856116,0.997743869210583
"Cluster-1927.0",8949.04132077546,-0.0694016141325079,0.31474297299257,-0.220502505497228,0.82547982129272,0.997743869210583
"Cluster-1928.0",315.574015999943,-0.539722985098056,0.575114274468869,-0.9384621614487,0.348006953677215,0.997743869210583
"Cluster-1930.0",17.786670423123,-0.408794832592393,0.47369755041303,-0.862987009825055,0.388144609163956,0.997743869210583
"Cluster-1932.0",6.46740649279495,0.957545530529001,1.5384519540135,0.622408472380931,0.533673310821052,0.997743869210583
"Cluster-1933.0",65.3342688069846,0.707195328156702,0.51646030316761,1.3693120726206,0.170901745844067,0.997743869210583
"Cluster-1934.0",13309.717089558,0.454299503648079,0.363049786653487,1.25134215842877,0.210809670509521,0.997743869210583
"Cluster-1935.0",118.250455303679,0.208481513499329,0.360206568537819,0.578783208606147,0.562735462519256,0.997743869210583
"Cluster-1936.0",8.77134089214878,0.233738618046337,0.629918203004142,0.371061856811908,0.710591460009207,0.997743869210583
"Cluster-1937.0",65.0140854790878,0.0753471247939348,0.235488042258347,0.319961574572325,0.748997459552578,0.997743869210583
"Cluster-1938.0",15.8353469414921,0.167314428384567,0.385349265183858,0.434189042256868,0.664151169624796,0.997743869210583
"Cluster-1945.0",70.0952357447717,-0.320294782947688,0.394888536767612,-0.811101749292302,0.417307241376171,0.997743869210583
"Cluster-1946.0",13368.2606156699,0.252164127256912,0.449602108896392,0.560860641592367,0.574892542830399,0.997743869210583
"Cluster-1947.0",33.3214352131765,-0.0710914787659114,0.338831593631028,-0.209813606824772,0.833813152726813,0.997743869210583
"Cluster-1948.0",5630.84113986734,-0.754043711211383,0.572088009730621,-1.31805543620192,0.187485090988013,0.997743869210583
"Cluster-1949.0",4014.16707991404,0.412848966384859,0.344564881134169,1.19817482566978,0.230848963683328,0.997743869210583
"Cluster-1959.0",7.84399784330463,-0.865107936414156,0.863301698407583,-1.00209224424081,0.316299043375953,0.997743869210583
"Cluster-1960.0",7.92684191794307,0.123960380959174,0.464189727907228,0.267046798984636,0.789433128658907,0.997743869210583
"Cluster-1966.0",248.879797601327,-0.494888118118506,0.275693375991271,-1.79506713332922,0.0726430045066536,0.997743869210583
"Cluster-1968.0",213.885525586383,0.231227853827655,0.320249558326965,0.722023958551658,0.470279747565735,0.997743869210583
"Cluster-1970.0",13.8037606095203,-0.332680583021447,0.442586941358041,-0.75167283969257,0.452247827685684,0.997743869210583
